,SMILES_x,CID,canonical_CID,r_inhibition_at_20_uM,r_inhibition_at_50_uM,r_IC50,f_inhibition_at_20_uM,f_inhibition_at_50_uM,f_avg_IC50,f_avg_pIC50,f_max_inhibition_reading,f_min_inhibition_reading,f_hill_slope,f_R2,relative_solubility_at_20_uM,relative_solubility_at_100_uM,trypsin_IC50,acrylamide,chloroacetamide,series,Molecule Name,SMILES_y,Batch Created Date,Batch Updated Date,Date,stereochem comments
313,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](C(=O)NCC(=O)C=[N+]=[N-])C(C)C,MAT-POS-bfefc3ea-3,MAT-POS-bfefc3ea-3,,15.28711656,,,11.49197,,,,,,,,,,FALSE,FALSE,Ugi,CVD-0002712,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)C=[N+]=[N-],4/23/2020,5/12/2020,,
309,C=CC(=O)N1CCN(Cc2ccc(F)cc2)CC1,ANT-OPE-d972fbad-1,ANT-OPE-d972fbad-1,,0,,7.924162,11.4243,,,,,,,,,,TRUE,FALSE,,CVD-0000185,Fc1ccc(CN2CCN(CC2)C(=O)C=C)cc1,4/23/2020,5/26/2020,,
481,C=CC(=O)N(c1ccc(C(C)C)nc1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-b8d98729-32,LON-WEI-b8d98729-32,0,,,11.718786,11.379195,,,,,,,1,0.99,,TRUE,FALSE,Ugi,CVD-0001896,CC(C)c1ccc(cn1)N(C(C(=O)NC(C)(C)C)c1cccnc1)C(=O)C=C,4/23/2020,5/12/2020,,
448,C=CC(=O)N(c1ccc2ncsc2c1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-b8d98729-1,LON-WEI-b8d98729-1,0,,,3.2135925,11.321835,,,,,,,0.94,0.92,,TRUE,FALSE,3-aminopyridine-like,CVD-0001872,COc1ccc(NC(=O)C(N(C(=O)C=C)c2ccc3ncsc3c2)c2cccnc2)c(C)c1,4/23/2020,5/12/2020,,
557,Cc1ccc(NC(=O)Nc2cccnc2)s1,DAR-DIA-842b4336-3,DAR-DIA-842b4336-3,2.6175,28.585,,1.901842,11.32011,,,,,,,1,0.96,,FALSE,FALSE,3-aminopyridine-like,CVD-0000756,Cc1ccc(NC(=O)Nc2cccnc2)s1,4/23/2020,5/12/2020,,
360,CC(NC(=O)c1ccccc1OC1CCCCC1)c1cnccn1,BAR-COM-4e090d3a-26,BAR-COM-4e090d3a-26,0,0,,,11.21458,,,,,,,1,1,,FALSE,FALSE,,CVD-0000246,CC(NC(=O)c1ccccc1OC1CCCCC1)c1cnccn1,4/23/2020,5/12/2020,,
161,Cc1ccncc1NC(=O)Cc1ccc(S(N)(=O)=O)cc1,GAB-REV-70cc3ca5-20,GAB-REV-70cc3ca5-20,6.415,-0.94,,4.7612595,10.89574,,,,,,,1,1,,FALSE,FALSE,3-aminopyridine-like,CVD-0001226,Cc1ccncc1NC(=O)Cc1ccc(cc1)S(N)(=O)=O,4/23/2020,5/12/2020,,
499,C=CC(=O)N(c1ccc2ncsc2c1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-48,LON-WEI-b8d98729-48,0,,,7.673316,10.6954605,,,,,,,0.97,0.97,,TRUE,FALSE,3-aminopyridine-like,CVD-0001911,CCc1cccc(C)c1NC(=O)C(N(C(=O)C=C)c1ccc2ncsc2c1)c1cccnc1,4/23/2020,5/12/2020,,
475,C=CC(=O)N(c1ccc(C(C)C)nc1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-b8d98729-26,LON-WEI-b8d98729-26,0,,,6.5587765,10.390333,,,,,,,0.98,0.93,,TRUE,FALSE,3-aminopyridine-like,CVD-0001890,COc1ccc(NC(=O)C(N(C(=O)C=C)c2ccc(nc2)C(C)C)c2cccnc2)c(C)c1,4/23/2020,5/12/2020,,
395,O=C(Nc1cccc(-c2cc[nH]n2)c1)C(O)c1cccnc1,BAR-COM-4e090d3a-68,BAR-COM-4e090d3a-68,0,0,,,10.38241,,,,,,,1,1,,FALSE,FALSE,3-aminopyridine-like,CVD-0000291,OC(C(=O)Nc1cccc(c1)-c1cc[nH]n1)c1cccnc1,4/23/2020,5/12/2020,,
543,N#Cc1cccc(NC(=O)Nc2cccnc2)c1,DAR-DIA-23aa0b97-5,DAR-DIA-23aa0b97-5,0,,,6.212941,10.279247,,,,,,,1,1,,FALSE,FALSE,3-aminopyridine-like,CVD-0000138,O=C(Nc1cccnc1)Nc1cccc(c1)C#N,4/23/2020,5/19/2020,,
544,N#Cc1cccc(NC(=O)Nc2cccnc2)c1,DAR-DIA-23aa0b97-5,DAR-DIA-23aa0b97-5,0,,,6.212941,10.279247,,,,,,,1,1,,FALSE,FALSE,3-aminopyridine-like,CVD-0000138,O=C(Nc1cccnc1)Nc1cccc(c1)C#N,4/23/2020,5/21/2020,,
545,N#Cc1cccc(NC(=O)Nc2cccnc2)c1,DAR-DIA-23aa0b97-5,DAR-DIA-23aa0b97-5,0,,,6.212941,10.279247,,,,,,,1,1,,FALSE,FALSE,3-aminopyridine-like,CVD-0000138,O=C(Nc1cccnc1)Nc1cccc(c1)C#N,4/23/2020,5/19/2020,,
546,N#Cc1cccc(NC(=O)Nc2cccnc2)c1,DAR-DIA-23aa0b97-5,DAR-DIA-23aa0b97-5,0,,,6.212941,10.279247,,,,,,,1,1,,FALSE,FALSE,3-aminopyridine-like,CVD-0000138,O=C(Nc1cccnc1)Nc1cccc(c1)C#N,4/23/2020,5/19/2020,,
198,C=C(CN(C)C)C(=O)N1Cc2ccccc2C(c2ccccc2)C1,REN-UFA-aaaed2d6-3,REN-UFA-aaaed2d6-3,0,,,0.7352351,10.25509,,,,,,,1,0.97,,FALSE,FALSE,,CVD-0003182,CN(C)CC(=C)C(=O)N1CC(c2ccccc2)c2ccccc2C1,4/23/2020,5/21/2020,,
354,CCc1nnnn1-c1ccccc1NC(=O)C1(c2cncc(Br)c2)CC1,BAR-COM-4e090d3a-16,BAR-COM-4e090d3a-16,0,0,,,10.20408,,,,,,,1,1,,FALSE,FALSE,3-aminopyridine-like,CVD-0000235,CCc1nnnn1-c1ccccc1NC(=O)C1(CC1)c1cncc(Br)c1,4/23/2020,5/12/2020,,
350,O=C(Cc1cncnc1)Nc1cccc(CCCc2ccccc2)c1,BAR-COM-4e090d3a-11,BAR-COM-4e090d3a-11,0,0,,1.12288025,10.109647,,,,,,,0.96,0.94,,FALSE,FALSE,3-aminopyridine-like,CVD-0000230,O=C(Cc1cncnc1)Nc1cccc(CCCc2ccccc2)c1,4/23/2020,5/12/2020,,
305,C=CC(=O)N1CCCN(Cc2ccccc2)CC1,ANT-OPE-c0c3e7cc-1,ANT-OPE-c0c3e7cc-1,0,,,0.9471369,9.994081,,,,,,,1,1,,TRUE,FALSE,,CVD-0000184,C=CC(=O)N1CCCN(Cc2ccccc2)CC1,4/23/2020,5/21/2020,,
524,COc1cccc(NC(=O)Nc2cccc(C#N)c2)c1,ANN-UNI-26382800-6,ANN-UNI-26382800-6,0,2.485,,5.1061145,9.794888,,,,,,,0.96,0.94,,FALSE,FALSE,3-aminopyridine-like,CVD-0000140,COc1cccc(NC(=O)Nc2cccc(c2)C#N)c1,4/23/2020,5/12/2020,,
320,CNC(=O)c1ccc(CS(=O)(=O)NCC(F)(F)c2ccc(F)cc2F)cc1,VIJ-CYC-1a381570-3,VIJ-CYC-1a381570-3,,0,,6.865444,9.7906775,,,,,,,,,,FALSE,FALSE,,CVD-0003656,CNC(=O)c1ccc(CS(=O)(=O)NCC(F)(F)c2ccc(F)cc2F)cc1,4/23/2020,5/26/2020,,
468,C=CC(=O)N(c1ccc(C(C)OC)cc1)C(C(=O)Nc1ccccc1Br)c1cccnc1,LON-WEI-b8d98729-19,LON-WEI-b8d98729-19,0,,,3.0428534,9.7348115,,,,,,,0.89,0.84,,TRUE,FALSE,3-aminopyridine-like,CVD-0001882,COC(C)c1ccc(cc1)N(C(C(=O)Nc1ccccc1Br)c1cccnc1)C(=O)C=C,4/23/2020,5/12/2020,,
237,NS(=O)(=O)c1ccc(N2CCC(Nc3ccccc3)CC2)cc1,WAR-XCH-b6889685-29,WAR-XCH-b6889685-29,27.25,21.99,,,9.570042,,,,,,,1,1,,FALSE,FALSE,,CVD-0003795,NS(=O)(=O)c1ccc(cc1)N1CCC(CC1)Nc1ccccc1,4/23/2020,5/12/2020,,
263,C=CC(=O)Nc1cc(C(=O)NC[C@H](Cc2ccccc2)c2ccccn2)ccc1O,JUA-UNI-bc099708-5,JUA-UNI-bc099708-5,0,,,0.683865,9.484211,,,,,,,0.83,0.82,,TRUE,FALSE,,CVD-0001774,Oc1ccc(cc1NC(=O)C=C)C(=O)NC[C@H](Cc1ccccc1)c1ccccn1,4/23/2020,5/21/2020,,imperfect match for JUA-UNI-bc099708-5
550,O=C(Cc1c[nH]c2ncccc12)Nc1cccc(Cl)c1,DAR-DIA-23aa0b97-12,DAR-DIA-23aa0b97-12,0,,,5.9493315,9.3436955,,,,,,,0.99,0.97,,FALSE,FALSE,3-aminopyridine-like,CVD-0000703,Clc1cccc(NC(=O)Cc2c[nH]c3ncccc23)c1,4/23/2020,5/12/2020,,
529,O=C(Cc1c[nH]c2ncccc12)NCc1cccc(Cl)c1,TRY-UNI-1fd04853-5,TRY-UNI-1fd04853-5,1.981130843,,,7.7282865,9.0260615,,,,,,,1,0.96,,FALSE,FALSE,,CVD-0003609,Clc1cccc(CNC(=O)Cc2c[nH]c3ncccc23)c1,4/23/2020,5/12/2020,,
559,Cc1coc(NC(=O)Nc2cccnc2)n1,DAR-DIA-842b4336-7,DAR-DIA-842b4336-7,2.7575,8.515,,2.9070655,8.855559,,,,,,,1,1,,FALSE,FALSE,3-aminopyridine-like,CVD-0000760,Cc1coc(NC(=O)Nc2cccnc2)n1,4/23/2020,5/12/2020,,
279,C=CC(=O)N(c1ccc(N(C)C)c(C)c1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-8f408cad-9,LON-WEI-8f408cad-9,0,14.385,,2.885272,8.796061,,,,,,,0.98,0.95,,TRUE,FALSE,Ugi,CVD-0001871,CN(C)c1ccc(cc1C)N(C(C(=O)NC(C)(C)C)c1cccnc1)C(=O)C=C,4/23/2020,5/12/2020,,
134,Cc1ccncc1-c1ccc(S(N)(=O)=O)cc1,WAR-XCH-b72a1bbc-4,WAR-XCH-b72a1bbc-4,-2.965,-2.155,,,8.579353,,,,,,,1,1,,FALSE,FALSE,,CVD-0003871,Cc1ccncc1-c1ccc(cc1)S(N)(=O)=O,4/23/2020,5/12/2020,,
135,NS(=O)(=O)c1ccc(N2CCC(c3ccco3)CC2)cc1,WAR-XCH-b72a1bbc-7,WAR-XCH-b72a1bbc-7,45.9325,38.895,,5.401716,8.4662485,,,,,,,1,0.83,,FALSE,FALSE,,CVD-0003884,NS(=O)(=O)c1ccc(cc1)N1CCC(CC1)c1ccco1,4/23/2020,5/12/2020,,
532,O=C(Cc1c[nH]c2ncccc12)NCc1cc(Cl)ccn1,TRY-UNI-1fd04853-9,TRY-UNI-1fd04853-9,0,,,2.5836835,8.4511955,,,,,,,1,0.98,,FALSE,FALSE,,CVD-0003613,Clc1ccnc(CNC(=O)Cc2c[nH]c3ncccc23)c1,4/23/2020,5/12/2020,,
178,O=C(Nc1ccccc1)c1cc(Cl)ccc1O,CHR-SOS-7098f804-7,CHR-SOS-7098f804-7,0,,,3.746236,8.4149875,,,,,,,1,0.89,,FALSE,FALSE,,CVD-0000603,Oc1ccc(Cl)cc1C(=O)Nc1ccccc1,4/23/2020,5/12/2020,,
374,CC1CC(C)CN(C(=O)c2ccccc2NC(=O)NCc2ccoc2)C1,BAR-COM-4e090d3a-44,BAR-COM-4e090d3a-44,0,0,,,8.341589,,,,,,,1,0.99,,FALSE,FALSE,,CVD-0000265,CC1CC(C)CN(C1)C(=O)c1ccccc1NC(=O)NCc1ccoc1,4/23/2020,5/12/2020,,
348,Cc1noc(C)c1COc1ccccc1C(=O)NC(C)c1nnc2ncccn12,BAR-COM-4e090d3a-9,BAR-COM-4e090d3a-9,0,18.485,,2.2150455,8.2825815,,,,,,,0.99,0.94,,FALSE,FALSE,,CVD-0000295,CC(NC(=O)c1ccccc1OCc1c(C)noc1C)c1nnc2ncccn12,4/23/2020,5/12/2020,,
396,O=C(NCc1cccnc1)Nc1cccc(OCC(F)F)n1,BAR-COM-4e090d3a-69,BAR-COM-4e090d3a-69,0,4.425,,3.3294115,8.2820885,,,,,,,1,1,,FALSE,FALSE,,CVD-0000292,FC(F)COc1cccc(NC(=O)NCc2cccnc2)n1,4/23/2020,5/12/2020,,
163,Cc1ccnc(NC(=O)Cc2ccc3ccccc3c2)c1,ALV-UNI-7ff1a6f9-45,ALV-UNI-7ff1a6f9-45,0,,,3.570383,8.233209,,,,,,,0.98,0.94,,FALSE,FALSE,3-aminopyridine-like,CVD-0004070,Cc1ccnc(NC(=O)Cc2ccc3ccccc3c2)c1,4/23/2020,5/12/2020,,
282,NS(=O)(=O)c1ccc(C(=O)N2Cc3ccccc3C(c3ccccc3)C2)cc1,JAR-IMP-ed466bb3-13,JAR-IMP-ed466bb3-13,0,,,0.8090796,8.227742,,,,,,,0.95,0.96,,FALSE,FALSE,,CVD-0001512,NS(=O)(=O)c1ccc(cc1)C(=O)N1CC(c2ccccc2)c2ccccc2C1,4/23/2020,5/21/2020,,
462,C=CC(=O)N(c1ccc(N(C)C)c(C)c1)C(C(=O)Nc1ccccc1Br)c1cccnc1,LON-WEI-b8d98729-13,LON-WEI-b8d98729-13,0,,,2.842383,8.125432,,,,,,,0.86,0.79,,TRUE,FALSE,3-aminopyridine-like,CVD-0001876,CN(C)c1ccc(cc1C)N(C(C(=O)Nc1ccccc1Br)c1cccnc1)C(=O)C=C,4/23/2020,5/12/2020,,
376,Cn1cc(CNC(=O)N(CCc2ccccc2)Cc2cccnc2)nn1,BAR-COM-4e090d3a-47,BAR-COM-4e090d3a-47,0,0,,,8.123637,,,,,,,1,1,,FALSE,FALSE,,CVD-0000268,Cn1cc(CNC(=O)N(CCc2ccccc2)Cc2cccnc2)nn1,4/23/2020,5/12/2020,,
235,NS(=O)(=O)c1ccc(N2CCC(Nc3ccc(F)cc3)CC2)cc1,WAR-XCH-b6889685-26,WAR-XCH-b6889685-26,3.795,50.235,39.21840675,,8.08401,,,,,,,1,0.89,,FALSE,FALSE,,CVD-0003792,NS(=O)(=O)c1ccc(cc1)N1CCC(CC1)Nc1ccc(F)cc1,4/23/2020,5/12/2020,,
349,O=C(NCCNc1cccnn1)c1ccccc1NS(=O)(=O)c1cc(F)ccc1F,BAR-COM-4e090d3a-10,BAR-COM-4e090d3a-10,0,12.115,,,7.826431,,,,,,,1,1,,FALSE,FALSE,,CVD-0000229,Fc1ccc(F)c(c1)S(=O)(=O)Nc1ccccc1C(=O)NCCNc1cccnn1,4/23/2020,5/12/2020,,
138,NS(=O)(=O)c1ccc(N2CCC(N3CCCCC3)CC2)cc1,WAR-XCH-b72a1bbc-10,WAR-XCH-b72a1bbc-10,0,0,,,7.786804,,,,,,,1,1,,FALSE,FALSE,,CVD-0003839,NS(=O)(=O)c1ccc(cc1)N1CCC(CC1)N1CCCCC1,4/23/2020,5/12/2020,,
455,C=CC(=O)N(c1ccc(SC)cc1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-b8d98729-6,LON-WEI-b8d98729-6,0,,,3.5374107,7.747043,,,,,,,1,0.99,,TRUE,FALSE,Ugi,CVD-0001913,CSc1ccc(cc1)N(C(C(=O)NC(C)(C)C)c1cccnc1)C(=O)C=C,4/23/2020,5/12/2020,,
129,Cc1ccc(S(=O)(=O)Nc2c(-c3cccnc3)nc3ccccn23)c(C)c1,FRA-BIO-8bf1eac9-1,FRA-BIO-8bf1eac9-1,,0,,2.50094535,7.697418,,,,,,,,,,FALSE,FALSE,,CVD-0001170,Cc1ccc(c(C)c1)S(=O)(=O)Nc1c(nc2ccccn12)-c1cccnc1,4/23/2020,5/26/2020,,
361,CCC(NC(=O)NCc1cnccn1)c1ccccc1OCC(=O)N1CCCC1,BAR-COM-4e090d3a-27,BAR-COM-4e090d3a-27,0,9.195,,,7.60848,,,,,,,1,1,,FALSE,FALSE,,CVD-0000247,CCC(NC(=O)NCc1cnccn1)c1ccccc1OCC(=O)N1CCCC1,4/23/2020,5/12/2020,,
172,NCCn1cc(C(=O)N2CC3(CCC3)c3cc(Br)ccc32)cn1,RAI-NOV-2f6a9876-5,RAI-NOV-2f6a9876-5,,0,,-2.8412465,7.520213,,,,,,,,,,FALSE,FALSE,,CVD-0003150,NCCn1cc(cn1)C(=O)N1CC2(CCC2)c2cc(Br)ccc12,4/23/2020,5/26/2020,,
232,CCOCC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b6889685-20,WAR-XCH-b6889685-20,21.845,44.64,,,7.410343,,,,,,,1,1,,FALSE,FALSE,,CVD-0003786,CCOCC1CCN(CC1)c1ccc(cc1)S(N)(=O)=O,4/23/2020,5/12/2020,,
401,Cc1nnc(NC(=O)Nc2cccnc2)s1,ALE-HEI-f28a35b5-4,ALE-HEI-f28a35b5-4,4.62,8.86,,1.18513685,7.324259,,,,,,,1,0.99,,FALSE,FALSE,3-aminopyridine-like,CVD-0000079,Cc1nnc(NC(=O)Nc2cccnc2)s1,4/23/2020,5/12/2020,,
342,Cc1ccccc1CNc1ccccc1NC(=O)C(O)c1cccnc1,BAR-COM-4e090d3a-3,BAR-COM-4e090d3a-3,4.5875,35.735,,-0.05600255,7.2804715,,,,,,,0.95,0.94,,FALSE,FALSE,3-aminopyridine-like,CVD-0000250,Cc1ccccc1CNc1ccccc1NC(=O)C(O)c1cccnc1,4/23/2020,5/12/2020,,
151,Cc1cccc(C)c1OCC(=O)NCCc1ccccc1,ALE-UNK-fca05062-3,ALE-UNK-fca05062-3,0,0,,1.78359765,7.2497905,,,,,,,1,0.98,,FALSE,FALSE,,CVD-0000087,Cc1cccc(C)c1OCC(=O)NCCc1ccccc1,4/23/2020,5/12/2020,,
238,Cc1ccccc1NC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b6889685-30,WAR-XCH-b6889685-30,25.2025,37.635,,4.975324,7.2214665,,,,,,,0.91,0.91,,FALSE,FALSE,,CVD-0003797,Cc1ccccc1NC1CCN(CC1)c1ccc(cc1)S(N)(=O)=O,4/23/2020,5/12/2020,,
478,C=CC(=O)N(c1ccc(S(F)(F)(F)(F)F)cc1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-29,LON-WEI-b8d98729-29,4.692362578,,,3.132201,7.068751,,,,,,,0.85,0.73,,TRUE,FALSE,3-aminopyridine-like,CVD-0001893,CCc1cccc(C)c1NC(=O)C(N(C(=O)C=C)c1ccc(cc1)S(F)(F)(F)(F)F)c1cccnc1,4/23/2020,5/12/2020,,
280,C=CC(=O)N(c1ccc(N(C)C)c(C)c1)C(C(=O)Nc1ccc(OC)cc1)c1cccnc1,LON-WEI-8f408cad-10,LON-WEI-8f408cad-10,0,2.05,,2.561375,7.0507175,,,,,,,0.88,0.77,,TRUE,FALSE,3-aminopyridine-like,CVD-0001863,COc1ccc(NC(=O)C(N(C(=O)C=C)c2ccc(N(C)C)c(C)c2)c2cccnc2)cc1,4/23/2020,5/12/2020,,
139,NS(=O)(=O)c1ccc(N2CCC(CO)CC2)cc1,WAR-XCH-b72a1bbc-14,WAR-XCH-b72a1bbc-14,-1.13,2.825,,3.9494035,7.034761,,,,,,,1,1,,FALSE,FALSE,,CVD-0003843,NS(=O)(=O)c1ccc(cc1)N1CCC(CO)CC1,4/23/2020,5/12/2020,,
479,C=CC(=O)N(c1ccc(N(C)C)c(C)c1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-b8d98729-30,LON-WEI-b8d98729-30,0,,,2.5093175,7.00835,,,,,,,0.87,0.83,,TRUE,FALSE,3-aminopyridine-like,CVD-0001894,COc1ccc(NC(=O)C(N(C(=O)C=C)c2ccc(N(C)C)c(C)c2)c2cccnc2)c(C)c1,4/23/2020,5/12/2020,,
457,C=CC(=O)N(c1ccc(C(C)OC)cc1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-b8d98729-8,LON-WEI-b8d98729-8,0,,,2.909986,6.899891,,,,,,,0.99,0.97,,TRUE,FALSE,3-aminopyridine-like,CVD-0001915,COC(C)c1ccc(cc1)N(C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1)C(=O)C=C,4/23/2020,5/12/2020,,
353,O=C(Cc1cccnc1Cl)Nc1cccc(OCCc2ccccc2)c1,BAR-COM-4e090d3a-15,BAR-COM-4e090d3a-15,0,5.025,,1.542335,6.898823,,,,,,,0.81,0.27,,FALSE,FALSE,3-aminopyridine-like,CVD-0000234,Clc1ncccc1CC(=O)Nc1cccc(OCCc2ccccc2)c1,4/23/2020,5/12/2020,,
322,C=CC(=O)NCc1ccc(C(C)NC(=O)OC(C)(C)C)cc1,VIJ-CYC-1a381570-10,VIJ-CYC-1a381570-10,0,0,,,6.835744,,,,,,,1,1.01,,TRUE,FALSE,,CVD-0003651,CC(NC(=O)OC(C)(C)C)c1ccc(CNC(=O)C=C)cc1,4/23/2020,5/12/2020,,
137,COC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b72a1bbc-9,WAR-XCH-b72a1bbc-9,29.6975,35.44,,2.984876,6.8180065,,,,,,,1,1,,FALSE,FALSE,,CVD-0003886,COC1CCN(CC1)c1ccc(cc1)S(N)(=O)=O,4/23/2020,5/12/2020,,
388,O=C(NCc1cccnn1)Nc1cccc(N2CCC2=O)c1,BAR-COM-4e090d3a-60,BAR-COM-4e090d3a-60,0,0,,3.612932,6.8155425,,,,,,,1,1,,FALSE,FALSE,,CVD-0000283,O=C(NCc1cccnn1)Nc1cccc(c1)N1CCC1=O,4/23/2020,5/12/2020,,
380,CCn1c(=O)n(CC(=O)NCc2cnccn2)c2ccccc21,BAR-COM-4e090d3a-51,BAR-COM-4e090d3a-51,0,0,,1.72717325,6.741156,,,,,,,1,1,,FALSE,FALSE,,CVD-0000273,CCn1c2ccccc2n(CC(=O)NCc2cnccn2)c1=O,4/23/2020,5/12/2020,,
150,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,ALE-UNK-fca05062-2,ALE-UNK-fca05062-2,0,,,2.3105455,6.7151555,,,,,,,0.82,0.32,,FALSE,FALSE,,CVD-0000086,CC(C)[C@H](NC(=O)N(C)Cc1csc(n1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1,4/23/2020,5/12/2020,,
328,Cc1ccccc1CN1CCN(C(=O)C(F)C(C)C)CC1,JON-UIO-066ce08b-9,JON-UIO-066ce08b-9,0,10.335,,2.7382665,6.7028125,,,,,,,1,1,,FALSE,FALSE,,CVD-0001685,CC(C)C(F)C(=O)N1CCN(Cc2ccccc2C)CC1,4/23/2020,5/12/2020,,
500,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,JOH-MSK-ec639444-2,JOH-MSK-ec639444-2,0,,,0.4734875,6.6887445,,,,,,,1,1,,FALSE,FALSE,,CVD-0001586,CCC(=O)NCC[C@@H]1CCc2ccc3OCCc3c12,4/23/2020,5/12/2020,,
181,O=C(Nc1cccnc1)c1cccc(Cl)c1,CHR-SOS-7098f804-12,CHR-SOS-7098f804-12,0,,,5.474617,6.673363,,,,,,,1,0.92,,FALSE,FALSE,,CVD-0000588,Clc1cccc(c1)C(=O)Nc1cccnc1,4/23/2020,5/12/2020,,
540,CC(=O)N1CCN(Cc2cccc(C#N)c2)CC1,PAT-UNK-b2d83456-1,PAT-UNK-b2d83456-1,0,,,-0.338892,6.5935325,,,,,,,1,0.99,,FALSE,FALSE,,CVD-0003022,CC(=O)N1CCN(Cc2cccc(c2)C#N)CC1,4/23/2020,5/12/2020,,
514,CC(=O)NCCc1cn(CC(=O)N2CCOCC2)c2ccccc12,DUN-NEW-f8ce3686-13,DUN-NEW-f8ce3686-13,0,0,,,6.558351,,,,,,,0.97,0.96,,FALSE,FALSE,,CVD-0001101,CC(=O)NCCc1cn(CC(=O)N2CCOCC2)c2ccccc12,4/23/2020,5/12/2020,,
244,CC(C)(Cn1c(C2CCC(=O)N2)nnc1N1CCCC(C(N)=O)C1)c1ccccc1F,KUS-THE-322b9b63-14,KUS-THE-322b9b63-14,,,,-2.80455575,6.5100115,,,,,,,,,,FALSE,FALSE,,CVD-0001820,CC(C)(Cn1c(nnc1N1CCCC(C1)C(N)=O)C1CCC(=O)N1)c1ccccc1F,4/23/2020,6/2/2020,,
526,CC(=O)N1CCN(Cc2cc(O)cc(Cl)c2)CC1,KIM-UNI-2ee5d8f9-1,KIM-UNI-2ee5d8f9-1,0,0,,,6.3404,,,,,,,0.99,0.97,,FALSE,FALSE,,CVD-0001798,CC(=O)N1CCN(Cc2cc(O)cc(Cl)c2)CC1,4/23/2020,5/12/2020,,
392,O=C(NCc1cnccn1)c1sc2cccc(F)c2c1COc1ccccc1,BAR-COM-4e090d3a-64,BAR-COM-4e090d3a-64,0,-0.855,,-1.7288135,6.319301,,,,,,,0.95,0.44,,FALSE,FALSE,,CVD-0000287,Fc1cccc2sc(C(=O)NCc3cnccn3)c(COc3ccccc3)c12,4/23/2020,5/12/2020,,
507,O=C(c1ccccc1)N1CCN(C(=O)C2CCOCC2)CC1,GIA-UNK-eaadd1d4-1,GIA-UNK-eaadd1d4-1,0.98,5.345,,2.900273,6.2650335,,,,,,,1,1,,FALSE,FALSE,,CVD-0001327,O=C(C1CCOCC1)N1CCN(CC1)C(=O)c1ccccc1,4/23/2020,5/12/2020,,
528,CS(=O)(=O)Cc1ccc(C(=O)Nc2cccnc2)o1,ANT-DIA-3c79be55-4,ANT-DIA-3c79be55-4,0,,,0.4693825,6.26142,,,,,,,1,1,,FALSE,FALSE,,CVD-0000150,CS(=O)(=O)Cc1ccc(o1)C(=O)Nc1cccnc1,4/23/2020,5/12/2020,,
357,NC(=O)C1Cc2ccccc2N(CC(=O)Nc2cnccn2)C1,BAR-COM-4e090d3a-21,BAR-COM-4e090d3a-21,0,0,,0.0292025,6.193357,,,,,,,1,0.93,,FALSE,FALSE,3-aminopyridine-like,CVD-0000241,NC(=O)C1CN(CC(=O)Nc2cnccn2)c2ccccc2C1,4/23/2020,5/12/2020,,
165,COc1ccnc(NC(=O)Cc2ccc3ccccc3c2)c1,ALV-UNI-7ff1a6f9-47,ALV-UNI-7ff1a6f9-47,0,17.05,,3.4712445,6.0932985,,,,,,,0.95,0.91,,FALSE,FALSE,3-aminopyridine-like,CVD-0004072,COc1ccnc(NC(=O)Cc2ccc3ccccc3c2)c1,4/23/2020,5/12/2020,,
173,OC[C@@]1(F)CCN(c2nc(-c3cccnc3)nc3sc4c(c23)CCC4)C1,RAI-NOV-2f6a9876-7,RAI-NOV-2f6a9876-7,,0,,1.463836415,6.0471815,,,,,,,,,,FALSE,FALSE,,CVD-0003152,OC[C@@]1(F)CCN(C1)c1nc(nc2sc3CCCc3c12)-c1cccnc1,4/23/2020,5/26/2020,,imperfect match for RAI-NOV-2f6a9876-7
